trait	method	n	abbreviation	color	category
UKB_20002_1225_self_reported_hyperthyroidism_or_thyrotoxicosis	predixcan_eqtl_enloc_all_pairs	2	HYPERTHY_UKBS	#FF8000	Endocrine system disease
UKB_20002_1225_self_reported_hyperthyroidism_or_thyrotoxicosis	predixcan_eqtl_mrcp	48	HYPERTHY_UKBS	#FF8000	Endocrine system disease
UKB_20002_1225_self_reported_hyperthyroidism_or_thyrotoxicosis	predixcan_eqtl_enloc	2	HYPERTHY_UKBS	#FF8000	Endocrine system disease
UKB_20002_1225_self_reported_hyperthyroidism_or_thyrotoxicosis	multixcan_eqtl	189	HYPERTHY_UKBS	#FF8000	Endocrine system disease
UKB_20002_1225_self_reported_hyperthyroidism_or_thyrotoxicosis	multixcan_eqtl_enloc	2	HYPERTHY_UKBS	#FF8000	Endocrine system disease
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	gwas	19626	HYPOTHY_UKBS	#FF8000	Endocrine system disease
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	predixcan_sqtl_all_pairs	4598	HYPOTHY_UKBS	#FF8000	Endocrine system disease
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	predixcan_sqtl	1097	HYPOTHY_UKBS	#FF8000	Endocrine system disease
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	predixcan_sqtl_mrcp	106	HYPOTHY_UKBS	#FF8000	Endocrine system disease
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	predixcan_sqtl_enloc_all_pairs	7	HYPOTHY_UKBS	#FF8000	Endocrine system disease
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	predixcan_sqtl_enloc	6	HYPOTHY_UKBS	#FF8000	Endocrine system disease
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	multixcan_sqtl	1164	HYPOTHY_UKBS	#FF8000	Endocrine system disease
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	multixcan_sqtl_enloc	7	HYPOTHY_UKBS	#FF8000	Endocrine system disease
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	predixcan_eqtl_all_pairs	2041	HYPOTHY_UKBS	#FF8000	Endocrine system disease
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	predixcan_eqtl	293	HYPOTHY_UKBS	#FF8000	Endocrine system disease
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	predixcan_eqtl_enloc_all_pairs	91	HYPOTHY_UKBS	#FF8000	Endocrine system disease
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	predixcan_eqtl_mrcp	305	HYPOTHY_UKBS	#FF8000	Endocrine system disease
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	predixcan_eqtl_enloc	40	HYPOTHY_UKBS	#FF8000	Endocrine system disease
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	multixcan_eqtl	327	HYPOTHY_UKBS	#FF8000	Endocrine system disease
UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	multixcan_eqtl_enloc	49	HYPOTHY_UKBS	#FF8000	Endocrine system disease
UKB_20002_1243_self_reported_psychological_or_psychiatric_problem	gwas	0	PSY_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1243_self_reported_psychological_or_psychiatric_problem	predixcan_sqtl_all_pairs	0	PSY_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1243_self_reported_psychological_or_psychiatric_problem	predixcan_sqtl	0	PSY_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1243_self_reported_psychological_or_psychiatric_problem	predixcan_sqtl_mrcp	0	PSY_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1243_self_reported_psychological_or_psychiatric_problem	predixcan_sqtl_enloc_all_pairs	0	PSY_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1243_self_reported_psychological_or_psychiatric_problem	predixcan_sqtl_enloc	0	PSY_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1243_self_reported_psychological_or_psychiatric_problem	multixcan_sqtl	0	PSY_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1243_self_reported_psychological_or_psychiatric_problem	multixcan_sqtl_enloc	0	PSY_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1243_self_reported_psychological_or_psychiatric_problem	predixcan_eqtl_all_pairs	0	PSY_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1243_self_reported_psychological_or_psychiatric_problem	predixcan_eqtl	0	PSY_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1243_self_reported_psychological_or_psychiatric_problem	predixcan_eqtl_enloc_all_pairs	0	PSY_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1243_self_reported_psychological_or_psychiatric_problem	predixcan_eqtl_mrcp	0	PSY_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1243_self_reported_psychological_or_psychiatric_problem	predixcan_eqtl_enloc	0	PSY_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1243_self_reported_psychological_or_psychiatric_problem	multixcan_eqtl	0	PSY_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1243_self_reported_psychological_or_psychiatric_problem	multixcan_eqtl_enloc	0	PSY_UKBS	#0000A0	Psychiatric_neurologic
Astle_et_al_2016_Myeloid_white_cell_count	gwas	23893	MWBC	#C00000	Blood
Astle_et_al_2016_Myeloid_white_cell_count	predixcan_sqtl_all_pairs	5622	MWBC	#C00000	Blood
Astle_et_al_2016_Myeloid_white_cell_count	predixcan_sqtl	1539	MWBC	#C00000	Blood
Astle_et_al_2016_Myeloid_white_cell_count	predixcan_sqtl_mrcp	755	MWBC	#C00000	Blood
Astle_et_al_2016_Myeloid_white_cell_count	predixcan_sqtl_enloc_all_pairs	303	MWBC	#C00000	Blood
Astle_et_al_2016_Myeloid_white_cell_count	predixcan_sqtl_enloc	87	MWBC	#C00000	Blood
Astle_et_al_2016_Myeloid_white_cell_count	multixcan_sqtl	1633	MWBC	#C00000	Blood
Astle_et_al_2016_Myeloid_white_cell_count	multixcan_sqtl_enloc	89	MWBC	#C00000	Blood
Astle_et_al_2016_Myeloid_white_cell_count	predixcan_eqtl_all_pairs	3001	MWBC	#C00000	Blood
Astle_et_al_2016_Myeloid_white_cell_count	predixcan_eqtl	562	MWBC	#C00000	Blood
Astle_et_al_2016_Myeloid_white_cell_count	predixcan_eqtl_enloc_all_pairs	297	MWBC	#C00000	Blood
Astle_et_al_2016_Myeloid_white_cell_count	predixcan_eqtl_mrcp	715	MWBC	#C00000	Blood
Astle_et_al_2016_Myeloid_white_cell_count	predixcan_eqtl_enloc	96	MWBC	#C00000	Blood
Astle_et_al_2016_Myeloid_white_cell_count	multixcan_eqtl	610	MWBC	#C00000	Blood
Astle_et_al_2016_Myeloid_white_cell_count	multixcan_eqtl_enloc	125	MWBC	#C00000	Blood
UKB_20002_1261_self_reported_multiple_sclerosis	gwas	8195	MS_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1261_self_reported_multiple_sclerosis	predixcan_sqtl_all_pairs	2346	MS_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1261_self_reported_multiple_sclerosis	predixcan_sqtl	437	MS_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1261_self_reported_multiple_sclerosis	predixcan_sqtl_mrcp	0	MS_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1261_self_reported_multiple_sclerosis	predixcan_sqtl_enloc_all_pairs	0	MS_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1261_self_reported_multiple_sclerosis	predixcan_sqtl_enloc	0	MS_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1261_self_reported_multiple_sclerosis	multixcan_sqtl	481	MS_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1261_self_reported_multiple_sclerosis	multixcan_sqtl_enloc	0	MS_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1261_self_reported_multiple_sclerosis	predixcan_eqtl_all_pairs	873	MS_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1261_self_reported_multiple_sclerosis	predixcan_eqtl	113	MS_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1261_self_reported_multiple_sclerosis	predixcan_eqtl_enloc_all_pairs	0	MS_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1261_self_reported_multiple_sclerosis	predixcan_eqtl_mrcp	0	MS_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1261_self_reported_multiple_sclerosis	predixcan_eqtl_enloc	0	MS_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1261_self_reported_multiple_sclerosis	multixcan_eqtl	122	MS_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1261_self_reported_multiple_sclerosis	multixcan_eqtl_enloc	0	MS_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1262_self_reported_parkinsons_disease	gwas	0	PD_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1262_self_reported_parkinsons_disease	predixcan_sqtl_all_pairs	0	PD_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1262_self_reported_parkinsons_disease	predixcan_sqtl	0	PD_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1262_self_reported_parkinsons_disease	predixcan_sqtl_mrcp	0	PD_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1262_self_reported_parkinsons_disease	predixcan_sqtl_enloc_all_pairs	0	PD_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1262_self_reported_parkinsons_disease	predixcan_sqtl_enloc	0	PD_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1262_self_reported_parkinsons_disease	multixcan_sqtl	0	PD_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1262_self_reported_parkinsons_disease	multixcan_sqtl_enloc	0	PD_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1262_self_reported_parkinsons_disease	predixcan_eqtl_all_pairs	0	PD_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1262_self_reported_parkinsons_disease	predixcan_eqtl	0	PD_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1262_self_reported_parkinsons_disease	predixcan_eqtl_enloc_all_pairs	0	PD_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1262_self_reported_parkinsons_disease	predixcan_eqtl_mrcp	0	PD_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1262_self_reported_parkinsons_disease	predixcan_eqtl_enloc	0	PD_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1262_self_reported_parkinsons_disease	multixcan_eqtl	0	PD_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1262_self_reported_parkinsons_disease	multixcan_eqtl_enloc	0	PD_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1265_self_reported_migraine	gwas	412	MIGR_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1265_self_reported_migraine	predixcan_sqtl_all_pairs	128	MIGR_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1265_self_reported_migraine	predixcan_sqtl	40	MIGR_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1265_self_reported_migraine	predixcan_sqtl_mrcp	0	MIGR_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1265_self_reported_migraine	predixcan_sqtl_enloc_all_pairs	0	MIGR_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1265_self_reported_migraine	predixcan_sqtl_enloc	0	MIGR_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1265_self_reported_migraine	multixcan_sqtl	37	MIGR_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1265_self_reported_migraine	multixcan_sqtl_enloc	0	MIGR_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1265_self_reported_migraine	predixcan_eqtl_all_pairs	24	MIGR_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1265_self_reported_migraine	predixcan_eqtl	10	MIGR_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1265_self_reported_migraine	predixcan_eqtl_enloc_all_pairs	10	MIGR_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1265_self_reported_migraine	predixcan_eqtl_mrcp	17	MIGR_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1265_self_reported_migraine	predixcan_eqtl_enloc	6	MIGR_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1265_self_reported_migraine	multixcan_eqtl	15	MIGR_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1265_self_reported_migraine	multixcan_eqtl_enloc	8	MIGR_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1289_self_reported_schizophrenia	gwas	2	SCZ_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1289_self_reported_schizophrenia	predixcan_sqtl_all_pairs	0	SCZ_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1289_self_reported_schizophrenia	predixcan_sqtl	0	SCZ_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1289_self_reported_schizophrenia	predixcan_sqtl_mrcp	0	SCZ_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1289_self_reported_schizophrenia	predixcan_sqtl_enloc_all_pairs	0	SCZ_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1289_self_reported_schizophrenia	predixcan_sqtl_enloc	0	SCZ_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1289_self_reported_schizophrenia	multixcan_sqtl	0	SCZ_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1289_self_reported_schizophrenia	multixcan_sqtl_enloc	0	SCZ_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1289_self_reported_schizophrenia	predixcan_eqtl_all_pairs	0	SCZ_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1289_self_reported_schizophrenia	predixcan_eqtl	0	SCZ_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1289_self_reported_schizophrenia	predixcan_eqtl_enloc_all_pairs	0	SCZ_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1289_self_reported_schizophrenia	predixcan_eqtl_mrcp	0	SCZ_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1289_self_reported_schizophrenia	predixcan_eqtl_enloc	0	SCZ_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1289_self_reported_schizophrenia	multixcan_eqtl	0	SCZ_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1289_self_reported_schizophrenia	multixcan_eqtl_enloc	0	SCZ_UKBS	#0000A0	Psychiatric_neurologic
UKB_20002_1309_self_reported_osteoporosis	gwas	273	OST_UKBS	#B0B0FF	Skeletal system disease
UKB_20002_1309_self_reported_osteoporosis	predixcan_sqtl_all_pairs	1	OST_UKBS	#B0B0FF	Skeletal system disease
UKB_20002_1309_self_reported_osteoporosis	predixcan_sqtl	1	OST_UKBS	#B0B0FF	Skeletal system disease
UKB_20002_1309_self_reported_osteoporosis	predixcan_sqtl_mrcp	0	OST_UKBS	#B0B0FF	Skeletal system disease
UKB_20002_1309_self_reported_osteoporosis	predixcan_sqtl_enloc_all_pairs	0	OST_UKBS	#B0B0FF	Skeletal system disease
UKB_20002_1309_self_reported_osteoporosis	predixcan_sqtl_enloc	0	OST_UKBS	#B0B0FF	Skeletal system disease
UKB_20002_1309_self_reported_osteoporosis	multixcan_sqtl	3	OST_UKBS	#B0B0FF	Skeletal system disease
UKB_20002_1309_self_reported_osteoporosis	multixcan_sqtl_enloc	0	OST_UKBS	#B0B0FF	Skeletal system disease
UKB_20002_1309_self_reported_osteoporosis	predixcan_eqtl_all_pairs	8	OST_UKBS	#B0B0FF	Skeletal system disease
UKB_20002_1309_self_reported_osteoporosis	predixcan_eqtl	6	OST_UKBS	#B0B0FF	Skeletal system disease
UKB_20002_1309_self_reported_osteoporosis	predixcan_eqtl_enloc_all_pairs	0	OST_UKBS	#B0B0FF	Skeletal system disease
UKB_20002_1309_self_reported_osteoporosis	predixcan_eqtl_mrcp	0	OST_UKBS	#B0B0FF	Skeletal system disease
UKB_20002_1309_self_reported_osteoporosis	predixcan_eqtl_enloc	0	OST_UKBS	#B0B0FF	Skeletal system disease
UKB_20002_1309_self_reported_osteoporosis	multixcan_eqtl	4	OST_UKBS	#B0B0FF	Skeletal system disease
UKB_20002_1309_self_reported_osteoporosis	multixcan_eqtl_enloc	0	OST_UKBS	#B0B0FF	Skeletal system disease
UKB_20002_1313_self_reported_ankylosing_spondylitis	gwas	7284	ASP_UKBS	#40A0A0	Immune
UKB_20002_1313_self_reported_ankylosing_spondylitis	predixcan_sqtl_all_pairs	2244	ASP_UKBS	#40A0A0	Immune
UKB_20002_1313_self_reported_ankylosing_spondylitis	predixcan_sqtl	482	ASP_UKBS	#40A0A0	Immune
UKB_20002_1313_self_reported_ankylosing_spondylitis	predixcan_sqtl_mrcp	0	ASP_UKBS	#40A0A0	Immune
UKB_20002_1313_self_reported_ankylosing_spondylitis	predixcan_sqtl_enloc_all_pairs	0	ASP_UKBS	#40A0A0	Immune
UKB_20002_1313_self_reported_ankylosing_spondylitis	predixcan_sqtl_enloc	0	ASP_UKBS	#40A0A0	Immune
UKB_20002_1313_self_reported_ankylosing_spondylitis	multixcan_sqtl	507	ASP_UKBS	#40A0A0	Immune
UKB_20002_1313_self_reported_ankylosing_spondylitis	multixcan_sqtl_enloc	0	ASP_UKBS	#40A0A0	Immune
UKB_20002_1313_self_reported_ankylosing_spondylitis	predixcan_eqtl_all_pairs	852	ASP_UKBS	#40A0A0	Immune
UKB_20002_1313_self_reported_ankylosing_spondylitis	predixcan_eqtl	117	ASP_UKBS	#40A0A0	Immune
UKB_20002_1313_self_reported_ankylosing_spondylitis	predixcan_eqtl_enloc_all_pairs	0	ASP_UKBS	#40A0A0	Immune
UKB_20002_1313_self_reported_ankylosing_spondylitis	predixcan_eqtl_mrcp	0	ASP_UKBS	#40A0A0	Immune
UKB_20002_1313_self_reported_ankylosing_spondylitis	predixcan_eqtl_enloc	0	ASP_UKBS	#40A0A0	Immune
UKB_20002_1313_self_reported_ankylosing_spondylitis	multixcan_eqtl	134	ASP_UKBS	#40A0A0	Immune
UKB_20002_1313_self_reported_ankylosing_spondylitis	multixcan_eqtl_enloc	0	ASP_UKBS	#40A0A0	Immune
UKB_20002_1452_self_reported_eczema_or_dermatitis	gwas	924	ECZ_UKBS	#FFFF00	Allergy
UKB_20002_1452_self_reported_eczema_or_dermatitis	predixcan_sqtl_all_pairs	336	ECZ_UKBS	#FFFF00	Allergy
UKB_20002_1452_self_reported_eczema_or_dermatitis	predixcan_sqtl	116	ECZ_UKBS	#FFFF00	Allergy
UKB_20002_1452_self_reported_eczema_or_dermatitis	predixcan_sqtl_mrcp	12	ECZ_UKBS	#FFFF00	Allergy
UKB_20002_1452_self_reported_eczema_or_dermatitis	predixcan_sqtl_enloc_all_pairs	3	ECZ_UKBS	#FFFF00	Allergy
UKB_20002_1452_self_reported_eczema_or_dermatitis	predixcan_sqtl_enloc	3	ECZ_UKBS	#FFFF00	Allergy
UKB_20002_1452_self_reported_eczema_or_dermatitis	multixcan_sqtl	133	ECZ_UKBS	#FFFF00	Allergy
UKB_20002_1452_self_reported_eczema_or_dermatitis	multixcan_sqtl_enloc	5	ECZ_UKBS	#FFFF00	Allergy
UKB_20002_1452_self_reported_eczema_or_dermatitis	predixcan_eqtl_all_pairs	155	ECZ_UKBS	#FFFF00	Allergy
UKB_20002_1452_self_reported_eczema_or_dermatitis	predixcan_eqtl	59	ECZ_UKBS	#FFFF00	Allergy
UKB_20002_1452_self_reported_eczema_or_dermatitis	predixcan_eqtl_enloc_all_pairs	1	ECZ_UKBS	#FFFF00	Allergy
UKB_20002_1452_self_reported_eczema_or_dermatitis	predixcan_eqtl_mrcp	1	ECZ_UKBS	#FFFF00	Allergy
UKB_20002_1452_self_reported_eczema_or_dermatitis	predixcan_eqtl_enloc	1	ECZ_UKBS	#FFFF00	Allergy
UKB_20002_1452_self_reported_eczema_or_dermatitis	multixcan_eqtl	82	ECZ_UKBS	#FFFF00	Allergy
UKB_20002_1452_self_reported_eczema_or_dermatitis	multixcan_eqtl_enloc	1	ECZ_UKBS	#FFFF00	Allergy
UKB_20002_1453_self_reported_psoriasis	gwas	16997	PSO_UKBS	#40A0A0	Immune
UKB_20002_1453_self_reported_psoriasis	predixcan_sqtl_all_pairs	4193	PSO_UKBS	#40A0A0	Immune
UKB_20002_1453_self_reported_psoriasis	predixcan_sqtl	822	PSO_UKBS	#40A0A0	Immune
UKB_20002_1453_self_reported_psoriasis	predixcan_sqtl_mrcp	111	PSO_UKBS	#40A0A0	Immune
UKB_20002_1453_self_reported_psoriasis	predixcan_sqtl_enloc_all_pairs	3	PSO_UKBS	#40A0A0	Immune
UKB_20002_1453_self_reported_psoriasis	predixcan_sqtl_enloc	3	PSO_UKBS	#40A0A0	Immune
UKB_20002_1453_self_reported_psoriasis	multixcan_sqtl	852	PSO_UKBS	#40A0A0	Immune
UKB_20002_1453_self_reported_psoriasis	multixcan_sqtl_enloc	6	PSO_UKBS	#40A0A0	Immune
UKB_20002_1453_self_reported_psoriasis	predixcan_eqtl_all_pairs	1776	PSO_UKBS	#40A0A0	Immune
UKB_20002_1453_self_reported_psoriasis	predixcan_eqtl	177	PSO_UKBS	#40A0A0	Immune
UKB_20002_1453_self_reported_psoriasis	predixcan_eqtl_enloc_all_pairs	3	PSO_UKBS	#40A0A0	Immune
UKB_20002_1453_self_reported_psoriasis	predixcan_eqtl_mrcp	70	PSO_UKBS	#40A0A0	Immune
UKB_20002_1453_self_reported_psoriasis	predixcan_eqtl_enloc	3	PSO_UKBS	#40A0A0	Immune
UKB_20002_1453_self_reported_psoriasis	multixcan_eqtl	184	PSO_UKBS	#40A0A0	Immune
UKB_20002_1453_self_reported_psoriasis	multixcan_eqtl_enloc	5	PSO_UKBS	#40A0A0	Immune
UKB_20002_1461_self_reported_inflammatory_bowel_disease	gwas	6	IBD_UKBS	#40A0A0	Immune
UKB_20002_1461_self_reported_inflammatory_bowel_disease	predixcan_sqtl_all_pairs	0	IBD_UKBS	#40A0A0	Immune
UKB_20002_1461_self_reported_inflammatory_bowel_disease	predixcan_sqtl	0	IBD_UKBS	#40A0A0	Immune
UKB_20002_1461_self_reported_inflammatory_bowel_disease	predixcan_sqtl_mrcp	0	IBD_UKBS	#40A0A0	Immune
UKB_20002_1461_self_reported_inflammatory_bowel_disease	predixcan_sqtl_enloc_all_pairs	0	IBD_UKBS	#40A0A0	Immune
UKB_20002_1461_self_reported_inflammatory_bowel_disease	predixcan_sqtl_enloc	0	IBD_UKBS	#40A0A0	Immune
UKB_20002_1461_self_reported_inflammatory_bowel_disease	multixcan_sqtl	0	IBD_UKBS	#40A0A0	Immune
UKB_20002_1461_self_reported_inflammatory_bowel_disease	multixcan_sqtl_enloc	0	IBD_UKBS	#40A0A0	Immune
UKB_20002_1461_self_reported_inflammatory_bowel_disease	predixcan_eqtl_all_pairs	0	IBD_UKBS	#40A0A0	Immune
UKB_20002_1461_self_reported_inflammatory_bowel_disease	predixcan_eqtl	0	IBD_UKBS	#40A0A0	Immune
UKB_20002_1461_self_reported_inflammatory_bowel_disease	predixcan_eqtl_enloc_all_pairs	0	IBD_UKBS	#40A0A0	Immune
UKB_20002_1461_self_reported_inflammatory_bowel_disease	predixcan_eqtl_mrcp	0	IBD_UKBS	#40A0A0	Immune
UKB_20002_1461_self_reported_inflammatory_bowel_disease	predixcan_eqtl_enloc	0	IBD_UKBS	#40A0A0	Immune
UKB_20002_1461_self_reported_inflammatory_bowel_disease	multixcan_eqtl	0	IBD_UKBS	#40A0A0	Immune
UKB_20002_1461_self_reported_inflammatory_bowel_disease	multixcan_eqtl_enloc	0	IBD_UKBS	#40A0A0	Immune
UKB_20002_1462_self_reported_crohns_disease	gwas	131	CD_UKBS	#40A0A0	Immune
UKB_20002_1462_self_reported_crohns_disease	predixcan_sqtl_all_pairs	2	CD_UKBS	#40A0A0	Immune
UKB_20002_1462_self_reported_crohns_disease	predixcan_sqtl	2	CD_UKBS	#40A0A0	Immune
UKB_20002_1462_self_reported_crohns_disease	predixcan_sqtl_mrcp	0	CD_UKBS	#40A0A0	Immune
UKB_20002_1462_self_reported_crohns_disease	predixcan_sqtl_enloc_all_pairs	0	CD_UKBS	#40A0A0	Immune
UKB_20002_1462_self_reported_crohns_disease	predixcan_sqtl_enloc	0	CD_UKBS	#40A0A0	Immune
UKB_20002_1462_self_reported_crohns_disease	multixcan_sqtl	2	CD_UKBS	#40A0A0	Immune
UKB_20002_1462_self_reported_crohns_disease	multixcan_sqtl_enloc	0	CD_UKBS	#40A0A0	Immune
UKB_20002_1462_self_reported_crohns_disease	predixcan_eqtl_all_pairs	6	CD_UKBS	#40A0A0	Immune
UKB_20002_1462_self_reported_crohns_disease	predixcan_eqtl	2	CD_UKBS	#40A0A0	Immune
UKB_20002_1462_self_reported_crohns_disease	predixcan_eqtl_enloc_all_pairs	0	CD_UKBS	#40A0A0	Immune
UKB_20002_1462_self_reported_crohns_disease	predixcan_eqtl_mrcp	0	CD_UKBS	#40A0A0	Immune
UKB_20002_1462_self_reported_crohns_disease	predixcan_eqtl_enloc	0	CD_UKBS	#40A0A0	Immune
UKB_20002_1462_self_reported_crohns_disease	multixcan_eqtl	2	CD_UKBS	#40A0A0	Immune
UKB_20002_1462_self_reported_crohns_disease	multixcan_eqtl_enloc	0	CD_UKBS	#40A0A0	Immune
Astle_et_al_2016_Neutrophil_count	gwas	21375	NC	#C00000	Blood
Astle_et_al_2016_Neutrophil_count	predixcan_sqtl_all_pairs	5326	NC	#C00000	Blood
Astle_et_al_2016_Neutrophil_count	predixcan_sqtl	1506	NC	#C00000	Blood
Astle_et_al_2016_Neutrophil_count	predixcan_sqtl_mrcp	551	NC	#C00000	Blood
Astle_et_al_2016_Neutrophil_count	predixcan_sqtl_enloc_all_pairs	318	NC	#C00000	Blood
Astle_et_al_2016_Neutrophil_count	predixcan_sqtl_enloc	68	NC	#C00000	Blood
Astle_et_al_2016_Neutrophil_count	multixcan_sqtl	1573	NC	#C00000	Blood
Astle_et_al_2016_Neutrophil_count	multixcan_sqtl_enloc	72	NC	#C00000	Blood
Astle_et_al_2016_Neutrophil_count	predixcan_eqtl_all_pairs	2882	NC	#C00000	Blood
Astle_et_al_2016_Neutrophil_count	predixcan_eqtl	538	NC	#C00000	Blood
Astle_et_al_2016_Neutrophil_count	predixcan_eqtl_enloc_all_pairs	296	NC	#C00000	Blood
Astle_et_al_2016_Neutrophil_count	predixcan_eqtl_mrcp	806	NC	#C00000	Blood
Astle_et_al_2016_Neutrophil_count	predixcan_eqtl_enloc	93	NC	#C00000	Blood
Astle_et_al_2016_Neutrophil_count	multixcan_eqtl	599	NC	#C00000	Blood
Astle_et_al_2016_Neutrophil_count	multixcan_eqtl_enloc	118	NC	#C00000	Blood
UKB_20002_1463_self_reported_ulcerative_colitis	gwas	2502	UC_UKBS	#40A0A0	Immune
UKB_20002_1463_self_reported_ulcerative_colitis	predixcan_sqtl_all_pairs	639	UC_UKBS	#40A0A0	Immune
UKB_20002_1463_self_reported_ulcerative_colitis	predixcan_sqtl	64	UC_UKBS	#40A0A0	Immune
UKB_20002_1463_self_reported_ulcerative_colitis	predixcan_sqtl_mrcp	0	UC_UKBS	#40A0A0	Immune
UKB_20002_1463_self_reported_ulcerative_colitis	predixcan_sqtl_enloc_all_pairs	0	UC_UKBS	#40A0A0	Immune
UKB_20002_1463_self_reported_ulcerative_colitis	predixcan_sqtl_enloc	0	UC_UKBS	#40A0A0	Immune
UKB_20002_1463_self_reported_ulcerative_colitis	multixcan_sqtl	64	UC_UKBS	#40A0A0	Immune
