phenotype	tissue	gene	gene_name	pvalue	rcp
UKB_50_Standing_height	Artery_Tibial	ENSG00000151632.17	AKR1C2	4.13876084226016e-24	0.723
UKB_50_Standing_height	Artery_Tibial	ENSG00000277791.4	PSMB3	1.00254802215108e-23	0.973
UKB_50_Standing_height	Artery_Tibial	ENSG00000135698.9	MPHOSPH6	5.81891701118341e-18	0.813
UKB_50_Standing_height	Artery_Tibial	ENSG00000165801.9	ARHGEF40	6.86364323273192e-18	0.903
UKB_50_Standing_height	Artery_Tibial	ENSG00000137098.13	SPAG8	2.34844327534098e-17	0.761
UKB_50_Standing_height	Artery_Tibial	ENSG00000071967.11	CYBRD1	2.53008075604695e-17	0.535
UKB_50_Standing_height	Artery_Tibial	ENSG00000107443.15	CCNJ	9.71733484271293e-17	0.589
UKB_50_Standing_height	Artery_Tibial	ENSG00000155542.11	SETD9	1.01977846864265e-16	0.646
UKB_50_Standing_height	Artery_Tibial	ENSG00000132386.10	SERPINF1	3.21175204890602e-16	0.638
UKB_50_Standing_height	Artery_Tibial	ENSG00000130177.14	CDC16	1.8430362555797e-15	0.613
UKB_50_Standing_height	Artery_Tibial	ENSG00000117280.12	RAB29	2.29781421083098e-15	0.653
UKB_50_Standing_height	Artery_Tibial	ENSG00000271151.1	RP11-394I13.2	4.99217457544416e-15	0.78
UKB_50_Standing_height	Artery_Tibial	ENSG00000149485.18	FADS1	2.29087121039084e-14	0.707
UKB_50_Standing_height	Artery_Tibial	ENSG00000262454.2	MIR193BHG	3.3899419581187e-14	0.816
UKB_50_Standing_height	Artery_Tibial	ENSG00000179119.14	SPTY2D1	3.92874335495339e-14	0.538
UKB_50_Standing_height	Artery_Tibial	ENSG00000131899.10	LLGL1	3.97538817920029e-14	0.789
UKB_50_Standing_height	Artery_Tibial	ENSG00000151704.15	KCNJ1	4.35305414496925e-14	0.612
UKB_50_Standing_height	Artery_Tibial	ENSG00000221823.10	PPP3R1	4.89706412354979e-14	0.669
UKB_50_Standing_height	Artery_Tibial	ENSG00000073050.11	XRCC1	1.18191076105909e-13	0.528
UKB_50_Standing_height	Artery_Tibial	ENSG00000135835.11	KIAA1614	1.51287966521508e-13	0.979
UKB_50_Standing_height	Artery_Tibial	ENSG00000108932.11	SLC16A6	5.61213985477376e-13	0.658
UKB_50_Standing_height	Artery_Tibial	ENSG00000255191.1	RP11-626H12.1	7.47768280577875e-13	0.872
UKB_50_Standing_height	Artery_Tibial	ENSG00000146426.17	TIAM2	1.08532207755941e-12	0.553
UKB_50_Standing_height	Artery_Tibial	ENSG00000177191.2	B3GNT8	3.91920164335504e-12	0.505
UKB_50_Standing_height	Artery_Tibial	ENSG00000043591.5	ADRB1	6.25965010196528e-12	0.75
UKB_50_Standing_height	Artery_Tibial	ENSG00000131620.17	ANO1	8.27811793808372e-12	0.953
UKB_50_Standing_height	Artery_Tibial	ENSG00000100138.13	SNU13	7.76531341397734e-11	0.949
UKB_50_Standing_height	Artery_Tibial	ENSG00000276293.4	PIP4K2B	1.04139839655447e-10	0.98
UKB_50_Standing_height	Artery_Tibial	ENSG00000126464.13	PRR12	1.38729788280682e-10	0.577
UKB_50_Standing_height	Artery_Tibial	ENSG00000163935.13	SFMBT1	4.70309476322193e-10	0.515
UKB_50_Standing_height	Artery_Tibial	ENSG00000239713.8	APOBEC3G	5.99482000910285e-10	0.665
UKB_50_Standing_height	Artery_Tibial	ENSG00000142694.6	EVA1B	8.55291618190471e-10	0.865
UKB_50_Standing_height	Artery_Tibial	ENSG00000176472.10	ZNF575	1.13150047774066e-09	0.748
UKB_50_Standing_height	Artery_Tibial	ENSG00000260257.2	RP5-1085F17.3	2.04514809897433e-09	0.648
UKB_50_Standing_height	Artery_Tibial	ENSG00000147853.16	AK3	3.21470339907634e-09	0.999
UKB_50_Standing_height	Artery_Tibial	ENSG00000166532.15	RIMKLB	5.29842552917055e-09	0.93
UKB_50_Standing_height	Artery_Tibial	ENSG00000149679.11	CABLES2	6.56920032978137e-09	0.675
UKB_50_Standing_height	Artery_Tibial	ENSG00000105755.7	ETHE1	1.13142636513235e-08	0.637
UKB_50_Standing_height	Artery_Tibial	ENSG00000174989.12	FBXW8	1.80609732599693e-08	0.619
UKB_50_Standing_height	Artery_Tibial	ENSG00000166913.12	YWHAB	3.43862890266409e-08	0.59
UKB_50_Standing_height	Artery_Tibial	ENSG00000146054.17	TRIM7	4.32985689545276e-08	0.577
UKB_50_Standing_height	Artery_Tibial	ENSG00000177951.17	BET1L	6.9205429317139e-08	0.866
UKB_50_Standing_height	Brain_Amygdala	ENSG00000118971.7	CCND2	5.30750269132237e-87	0.638
UKB_50_Standing_height	Brain_Amygdala	ENSG00000115380.19	EFEMP1	1.14870430886319e-84	0.516
UKB_50_Standing_height	Brain_Amygdala	ENSG00000198860.11	TSEN15	1.21652951133601e-76	0.608
UKB_50_Standing_height	Brain_Amygdala	ENSG00000117122.13	MFAP2	1.53303744705475e-58	0.612
UKB_50_Standing_height	Brain_Amygdala	ENSG00000103245.13	NARFL	3.38989477531686e-42	0.603
UKB_50_Standing_height	Brain_Amygdala	ENSG00000163703.17	CRELD1	3.89768762940498e-39	0.636
UKB_50_Standing_height	Brain_Amygdala	ENSG00000140464.19	PML	8.85519367876572e-38	0.504
UKB_50_Standing_height	Brain_Amygdala	ENSG00000165801.9	ARHGEF40	1.63745564960715e-18	0.94
UKB_50_Standing_height	Brain_Amygdala	ENSG00000135835.11	KIAA1614	2.46560381224577e-13	0.897
UKB_50_Standing_height	Brain_Amygdala	ENSG00000243795.1	LINC02044	1.57645067918516e-12	0.709
UKB_50_Standing_height	Brain_Amygdala	ENSG00000214193.10	SH3D21	1.81405871737739e-12	0.74
UKB_50_Standing_height	Brain_Amygdala	ENSG00000119147.9	C2orf40	1.60361787988044e-11	0.79
UKB_50_Standing_height	Brain_Anterior_cingulate_cortex_BA24	ENSG00000172613.7	RAD9A	1.47998848019655e-133	0.654
UKB_50_Standing_height	Brain_Anterior_cingulate_cortex_BA24	ENSG00000198860.11	TSEN15	1.21652951133601e-76	0.594
UKB_50_Standing_height	Brain_Anterior_cingulate_cortex_BA24	ENSG00000117122.13	MFAP2	1.56438036711157e-57	0.513
UKB_50_Standing_height	Brain_Anterior_cingulate_cortex_BA24	ENSG00000163703.17	CRELD1	3.70017880328409e-39	0.984
UKB_50_Standing_height	Brain_Anterior_cingulate_cortex_BA24	ENSG00000170175.10	CHRNB1	2.58445855083785e-38	0.644
UKB_50_Standing_height	Brain_Anterior_cingulate_cortex_BA24	ENSG00000186834.3	HEXIM1	6.81060886429427e-29	0.618
UKB_50_Standing_height	Brain_Anterior_cingulate_cortex_BA24	ENSG00000262454.2	MIR193BHG	1.15815782585753e-21	0.579
UKB_50_Standing_height	Brain_Anterior_cingulate_cortex_BA24	ENSG00000165801.9	ARHGEF40	1.63745564960717e-18	0.981
UKB_50_Standing_height	Brain_Anterior_cingulate_cortex_BA24	ENSG00000135698.9	MPHOSPH6	2.80300135895889e-18	0.52
UKB_50_Standing_height	Brain_Anterior_cingulate_cortex_BA24	ENSG00000243795.1	LINC02044	1.86376905469288e-11	0.533
UKB_50_Standing_height	Brain_Anterior_cingulate_cortex_BA24	ENSG00000119147.9	C2orf40	2.14546216773528e-11	0.869
UKB_50_Standing_height	Brain_Caudate_basal_ganglia	ENSG00000172613.7	RAD9A	7.20040387881082e-120	0.517
UKB_50_Standing_height	Brain_Caudate_basal_ganglia	ENSG00000118971.7	CCND2	5.30750269132237e-87	0.899
UKB_50_Standing_height	Brain_Caudate_basal_ganglia	ENSG00000198860.11	TSEN15	1.21652951133601e-76	0.609
UKB_50_Standing_height	Brain_Caudate_basal_ganglia	ENSG00000204371.11	EHMT2	9.6003146825114e-63	0.725
UKB_50_Standing_height	Brain_Caudate_basal_ganglia	ENSG00000101412.12	E2F1	1.03778129921656e-53	0.827
UKB_50_Standing_height	Brain_Caudate_basal_ganglia	ENSG00000163703.17	CRELD1	3.19172338677003e-38	0.965
UKB_50_Standing_height	Brain_Caudate_basal_ganglia	ENSG00000184185.9	KCNJ12	5.96464987533636e-36	0.605
UKB_50_Standing_height	Brain_Caudate_basal_ganglia	ENSG00000165801.9	ARHGEF40	1.63745564960713e-18	0.935
UKB_50_Standing_height	Brain_Caudate_basal_ganglia	ENSG00000151135.9	TMEM263	5.13139668738748e-18	0.534
UKB_50_Standing_height	Brain_Caudate_basal_ganglia	ENSG00000183386.9	FHL3	6.10109662596378e-17	0.508
UKB_50_Standing_height	Brain_Caudate_basal_ganglia	ENSG00000176472.10	ZNF575	1.57193621501101e-15	0.593
UKB_50_Standing_height	Brain_Caudate_basal_ganglia	ENSG00000260257.2	RP5-1085F17.3	1.93575128297156e-13	0.547
UKB_50_Standing_height	Brain_Caudate_basal_ganglia	ENSG00000149485.18	FADS1	4.38919521842391e-13	0.507
UKB_50_Standing_height	Brain_Caudate_basal_ganglia	ENSG00000214193.10	SH3D21	2.10571193932716e-12	0.751
UKB_50_Standing_height	Brain_Caudate_basal_ganglia	ENSG00000135835.11	KIAA1614	2.25231704443375e-12	0.957
UKB_50_Standing_height	Brain_Caudate_basal_ganglia	ENSG00000119147.9	C2orf40	3.52934483571309e-10	0.502
UKB_50_Standing_height	Brain_Caudate_basal_ganglia	ENSG00000151893.14	CACUL1	5.56228680551171e-10	0.708
UKB_50_Standing_height	Brain_Caudate_basal_ganglia	ENSG00000139428.11	MMAB	1.30857269656116e-08	0.596
UKB_50_Standing_height	Brain_Cerebellar_Hemisphere	ENSG00000118971.7	CCND2	4.29268856593413e-80	1
UKB_50_Standing_height	Brain_Cerebellar_Hemisphere	ENSG00000198860.11	TSEN15	1.21652951133601e-76	0.626
UKB_50_Standing_height	Brain_Cerebellar_Hemisphere	ENSG00000198945.7	L3MBTL3	5.09972081829104e-76	0.803
UKB_50_Standing_height	Brain_Cerebellar_Hemisphere	ENSG00000072682.18	P4HA2	5.55143537326478e-49	0.694
UKB_50_Standing_height	Brain_Cerebellar_Hemisphere	ENSG00000140464.19	PML	3.56766498691721e-43	0.598
UKB_50_Standing_height	Brain_Cerebellar_Hemisphere	ENSG00000103245.13	NARFL	3.47754861749927e-39	0.744
UKB_50_Standing_height	Brain_Cerebellar_Hemisphere	ENSG00000163703.17	CRELD1	1.11718106711059e-35	0.971
UKB_50_Standing_height	Brain_Cerebellar_Hemisphere	ENSG00000153822.13	KCNJ16	5.52455498025263e-28	0.891
UKB_50_Standing_height	Brain_Cerebellar_Hemisphere	ENSG00000184185.9	KCNJ12	1.25578138420669e-23	0.713
UKB_50_Standing_height	Brain_Cerebellar_Hemisphere	ENSG00000135698.9	MPHOSPH6	2.31506004153647e-19	0.807
UKB_50_Standing_height	Brain_Cerebellar_Hemisphere	ENSG00000069275.12	NUCKS1	7.03438677325321e-19	0.73
UKB_50_Standing_height	Brain_Cerebellar_Hemisphere	ENSG00000131899.10	LLGL1	5.4328835047232e-16	0.799
UKB_50_Standing_height	Brain_Cerebellar_Hemisphere	ENSG00000243795.1	LINC02044	1.1655594078436e-13	0.675
UKB_50_Standing_height	Brain_Cerebellar_Hemisphere	ENSG00000185347.17	C14orf80	3.16214549791629e-13	0.887
UKB_50_Standing_height	Brain_Cerebellar_Hemisphere	ENSG00000271151.1	RP11-394I13.2	1.5260381155276e-11	0.679
UKB_50_Standing_height	Brain_Cerebellar_Hemisphere	ENSG00000204930.9	FAM221B	1.77273726901466e-11	0.605
UKB_50_Standing_height	Brain_Cerebellar_Hemisphere	ENSG00000119147.9	C2orf40	1.97906126616662e-11	0.859
UKB_50_Standing_height	Brain_Cerebellar_Hemisphere	ENSG00000151893.14	CACUL1	1.10593157123299e-10	0.732
UKB_50_Standing_height	Brain_Cerebellar_Hemisphere	ENSG00000154548.8	SRSF12	5.46122465711299e-10	0.625
UKB_50_Standing_height	Brain_Cerebellar_Hemisphere	ENSG00000139428.11	MMAB	1.38704341171673e-08	0.556
UKB_50_Standing_height	Brain_Cerebellar_Hemisphere	ENSG00000162869.15	PPP1R21	4.73097467171491e-08	0.892
UKB_50_Standing_height	Brain_Cerebellum	ENSG00000118971.7	CCND2	5.30750269132237e-87	1
UKB_50_Standing_height	Brain_Cerebellum	ENSG00000198945.7	L3MBTL3	8.74564576621813e-78	0.965
UKB_50_Standing_height	Brain_Cerebellum	ENSG00000072682.18	P4HA2	5.52222462175771e-62	0.633
UKB_50_Standing_height	Brain_Cerebellum	ENSG00000101412.12	E2F1	5.25922686539779e-46	0.766
UKB_50_Standing_height	Brain_Cerebellum	ENSG00000101417.11	PXMP4	3.83344715930047e-45	0.53
UKB_50_Standing_height	Brain_Cerebellum	ENSG00000103245.13	NARFL	1.68288316359952e-42	0.623
UKB_50_Standing_height	Brain_Cerebellum	ENSG00000140464.19	PML	9.80061721642284e-42	0.694
UKB_50_Standing_height	Brain_Cerebellum	ENSG00000163703.17	CRELD1	3.89768762940475e-39	0.991
UKB_50_Standing_height	Brain_Cerebellum	ENSG00000170175.10	CHRNB1	1.99822732824542e-30	0.743
UKB_50_Standing_height	Brain_Cerebellum	ENSG00000162613.16	FUBP1	2.72858784571224e-30	0.716
UKB_50_Standing_height	Brain_Cerebellum	ENSG00000153822.13	KCNJ16	5.43521947321285e-24	0.934
UKB_50_Standing_height	Brain_Cerebellum	ENSG00000107679.14	PLEKHA1	8.27258012898804e-21	0.87
UKB_50_Standing_height	Brain_Cerebellum	ENSG00000165801.9	ARHGEF40	5.16020197611567e-15	0.648
UKB_50_Standing_height	Brain_Cerebellum	ENSG00000135698.9	MPHOSPH6	1.56070279860792e-14	0.683
UKB_50_Standing_height	Brain_Cerebellum	ENSG00000185347.17	C14orf80	3.16214549791629e-13	0.964
UKB_50_Standing_height	Brain_Cerebellum	ENSG00000271151.1	RP11-394I13.2	4.61880583871873e-13	0.732
UKB_50_Standing_height	Brain_Cerebellum	ENSG00000117280.12	RAB29	5.28832506734002e-13	0.802
UKB_50_Standing_height	Brain_Cerebellum	ENSG00000142694.6	EVA1B	1.38019126710294e-12	0.799
UKB_50_Standing_height	Brain_Cerebellum	ENSG00000149485.18	FADS1	2.28725123620776e-12	0.559
UKB_50_Standing_height	Brain_Cerebellum	ENSG00000221890.3	NPTXR	3.541238789962e-12	0.686
UKB_50_Standing_height	Brain_Cerebellum	ENSG00000119147.9	C2orf40	2.01403842114737e-11	0.953
UKB_50_Standing_height	Brain_Cerebellum	ENSG00000235106.9	LINC00094	4.58568509690818e-11	0.533
UKB_50_Standing_height	Brain_Cerebellum	ENSG00000239713.8	APOBEC3G	6.02977445873616e-10	0.591
UKB_50_Standing_height	Brain_Cerebellum	ENSG00000139428.11	MMAB	7.62670369432368e-09	0.588
UKB_50_Standing_height	Brain_Cerebellum	ENSG00000104332.11	SFRP1	1.24624324877408e-08	0.543
UKB_50_Standing_height	Brain_Cerebellum	ENSG00000162869.15	PPP1R21	2.03781921051348e-08	0.9
UKB_50_Standing_height	Brain_Cortex	ENSG00000118971.7	CCND2	4.82715814389135e-85	0.831
UKB_50_Standing_height	Brain_Cortex	ENSG00000198945.7	L3MBTL3	3.93473642819452e-79	1
UKB_50_Standing_height	Brain_Cortex	ENSG00000198860.11	TSEN15	1.21652951133601e-76	0.561
UKB_50_Standing_height	Brain_Cortex	ENSG00000081692.12	JMJD4	1.00502990537351e-50	0.663
UKB_50_Standing_height	Brain_Cortex	ENSG00000103245.13	NARFL	5.50231609866127e-41	0.92
UKB_50_Standing_height	Brain_Cortex	ENSG00000163703.17	CRELD1	1.63715633734355e-33	0.997
UKB_50_Standing_height	Brain_Cortex	ENSG00000267100.1	ILF3-AS1	1.7544861147163e-29	0.507
UKB_50_Standing_height	Brain_Cortex	ENSG00000107679.14	PLEKHA1	8.04872297265581e-23	0.6
UKB_50_Standing_height	Brain_Cortex	ENSG00000146477.5	SLC22A3	1.02484126139781e-19	0.539
UKB_50_Standing_height	Brain_Cortex	ENSG00000165801.9	ARHGEF40	1.9105671649893e-18	0.933
UKB_50_Standing_height	Brain_Cortex	ENSG00000174106.2	LEMD3	2.63364581759632e-17	0.629
UKB_50_Standing_height	Brain_Cortex	ENSG00000107443.15	CCNJ	9.71733484271307e-17	0.529
UKB_50_Standing_height	Brain_Cortex	ENSG00000198911.11	SREBF2	2.68125335140103e-16	0.739
UKB_50_Standing_height	Brain_Cortex	ENSG00000117280.12	RAB29	6.95341316313946e-16	0.777
UKB_50_Standing_height	Brain_Cortex	ENSG00000244486.8	SCARF2	1.21932757184311e-15	0.61
UKB_50_Standing_height	Brain_Cortex	ENSG00000131899.10	LLGL1	8.60007094385796e-14	0.567
UKB_50_Standing_height	Brain_Cortex	ENSG00000135835.11	KIAA1614	2.46560381224575e-13	0.97
UKB_50_Standing_height	Brain_Cortex	ENSG00000149485.18	FADS1	4.03819398642965e-13	0.621
UKB_50_Standing_height	Brain_Cortex	ENSG00000214193.10	SH3D21	1.68247371595218e-12	0.779
UKB_50_Standing_height	Brain_Cortex	ENSG00000126464.13	PRR12	6.60420393847165e-12	0.515
UKB_50_Standing_height	Brain_Cortex	ENSG00000119147.9	C2orf40	5.50109917792515e-11	0.952
UKB_50_Standing_height	Brain_Cortex	ENSG00000151893.14	CACUL1	1.10593157123299e-10	0.712
UKB_50_Standing_height	Brain_Cortex	ENSG00000142694.6	EVA1B	1.6907712323292e-10	0.728
UKB_50_Standing_height	Brain_Cortex	ENSG00000108932.11	SLC16A6	3.34924380933818e-10	0.59
UKB_50_Standing_height	Brain_Cortex	ENSG00000239713.8	APOBEC3G	6.02818782135674e-10	0.603
UKB_50_Standing_height	Brain_Cortex	ENSG00000139428.11	MMAB	2.98463097392879e-09	0.608
UKB_50_Standing_height	Brain_Cortex	ENSG00000166532.15	RIMKLB	5.29842552917059e-09	0.898
UKB_50_Standing_height	Brain_Cortex	ENSG00000104332.11	SFRP1	3.01287167538248e-08	0.606
UKB_50_Standing_height	Brain_Frontal_Cortex_BA9	ENSG00000125965.8	GDF5	9.85932269858471e-207	0.545
UKB_50_Standing_height	Brain_Frontal_Cortex_BA9	ENSG00000198860.11	TSEN15	3.62755877920897e-70	0.626
UKB_50_Standing_height	Brain_Frontal_Cortex_BA9	ENSG00000103245.13	NARFL	3.78113674567977e-43	0.938
UKB_50_Standing_height	Brain_Frontal_Cortex_BA9	ENSG00000163703.17	CRELD1	3.89768762940498e-39	0.893
UKB_50_Standing_height	Brain_Frontal_Cortex_BA9	ENSG00000172071.11	EIF2AK3	1.39953753109104e-32	0.566
UKB_50_Standing_height	Brain_Frontal_Cortex_BA9	ENSG00000186834.3	HEXIM1	2.73134753847073e-30	0.804
UKB_50_Standing_height	Brain_Frontal_Cortex_BA9	ENSG00000151632.17	AKR1C2	1.35385136521438e-23	0.586
UKB_50_Standing_height	Brain_Frontal_Cortex_BA9	ENSG00000276293.4	PIP4K2B	2.40338913104447e-23	0.93
UKB_50_Standing_height	Brain_Frontal_Cortex_BA9	ENSG00000132386.10	SERPINF1	1.18220967265998e-16	0.609
UKB_50_Standing_height	Brain_Frontal_Cortex_BA9	ENSG00000117280.12	RAB29	7.51654709154733e-16	0.746
UKB_50_Standing_height	Brain_Frontal_Cortex_BA9	ENSG00000244486.8	SCARF2	1.21932757184311e-15	0.503
UKB_50_Standing_height	Brain_Frontal_Cortex_BA9	ENSG00000187555.14	USP7	9.73650299006179e-14	0.564
UKB_50_Standing_height	Brain_Frontal_Cortex_BA9	ENSG00000135835.11	KIAA1614	2.46560381224577e-13	0.957
UKB_50_Standing_height	Brain_Frontal_Cortex_BA9	ENSG00000214193.10	SH3D21	1.70325781602088e-12	0.751
UKB_50_Standing_height	Brain_Frontal_Cortex_BA9	ENSG00000149485.18	FADS1	3.23346652955138e-12	0.513
UKB_50_Standing_height	Brain_Frontal_Cortex_BA9	ENSG00000142694.6	EVA1B	2.01370434705066e-10	0.736
UKB_50_Standing_height	Brain_Frontal_Cortex_BA9	ENSG00000119147.9	C2orf40	1.38395110787632e-09	0.724
UKB_50_Standing_height	Brain_Hippocampus	ENSG00000172613.7	RAD9A	1.47998848019655e-133	0.576
UKB_50_Standing_height	Brain_Hippocampus	ENSG00000198860.11	TSEN15	1.21652951133601e-76	0.54
UKB_50_Standing_height	Brain_Hippocampus	ENSG00000117122.13	MFAP2	8.51963677985704e-59	0.623
UKB_50_Standing_height	Brain_Hippocampus	ENSG00000163703.17	CRELD1	3.89768762940475e-39	0.999
UKB_50_Standing_height	Brain_Hippocampus	ENSG00000135698.9	MPHOSPH6	6.35358547686951e-18	0.635
UKB_50_Standing_height	Brain_Hippocampus	ENSG00000165801.9	ARHGEF40	1.58682086121438e-16	0.743
UKB_50_Standing_height	Brain_Hippocampus	ENSG00000142694.6	EVA1B	5.26627495204489e-10	0.503
UKB_50_Standing_height	Brain_Hypothalamus	ENSG00000172613.7	RAD9A	1.47998848019655e-133	0.764
UKB_50_Standing_height	Brain_Hypothalamus	ENSG00000101412.12	E2F1	1.09238227083905e-53	0.794
UKB_50_Standing_height	Brain_Hypothalamus	ENSG00000163703.17	CRELD1	3.89768762940498e-39	0.993
UKB_50_Standing_height	Brain_Hypothalamus	ENSG00000184185.9	KCNJ12	7.39253969697571e-39	0.834
UKB_50_Standing_height	Brain_Hypothalamus	ENSG00000186834.3	HEXIM1	5.97771880868547e-28	0.679
UKB_50_Standing_height	Brain_Hypothalamus	ENSG00000183386.9	FHL3	2.21199106073042e-24	0.957
UKB_50_Standing_height	Brain_Hypothalamus	ENSG00000151632.17	AKR1C2	1.76617614397854e-23	0.597
UKB_50_Standing_height	Brain_Hypothalamus	ENSG00000165801.9	ARHGEF40	1.63745564960715e-18	0.98
UKB_50_Standing_height	Brain_Hypothalamus	ENSG00000271151.1	RP11-394I13.2	1.01427834991148e-13	0.584
UKB_50_Standing_height	Brain_Hypothalamus	ENSG00000243795.1	LINC02044	1.71202234985036e-12	0.663
UKB_50_Standing_height	Brain_Hypothalamus	ENSG00000119147.9	C2orf40	1.94485932915371e-11	0.914
UKB_50_Standing_height	Brain_Hypothalamus	ENSG00000151893.14	CACUL1	1.105931571233e-10	0.53
UKB_50_Standing_height	Brain_Hypothalamus	ENSG00000126464.13	PRR12	4.8673872066219e-10	0.501
UKB_50_Standing_height	Brain_Hypothalamus	ENSG00000142694.6	EVA1B	4.90078312403819e-10	0.764
UKB_50_Standing_height	Brain_Hypothalamus	ENSG00000139428.11	MMAB	1.45636155261208e-08	0.546
UKB_50_Standing_height	Brain_Nucleus_accumbens_basal_ganglia	ENSG00000172613.7	RAD9A	5.87457748936075e-105	0.571
UKB_50_Standing_height	Brain_Nucleus_accumbens_basal_ganglia	ENSG00000118971.7	CCND2	5.30750269132297e-87	0.89
UKB_50_Standing_height	Brain_Nucleus_accumbens_basal_ganglia	ENSG00000198860.11	TSEN15	1.21652951133601e-76	0.618
UKB_50_Standing_height	Brain_Nucleus_accumbens_basal_ganglia	ENSG00000204371.11	EHMT2	1.75725317516056e-63	0.822
UKB_50_Standing_height	Brain_Nucleus_accumbens_basal_ganglia	ENSG00000103245.13	NARFL	3.78113674567988e-43	0.876
UKB_50_Standing_height	Brain_Nucleus_accumbens_basal_ganglia	ENSG00000163703.17	CRELD1	6.28912144030895e-38	0.804
UKB_50_Standing_height	Brain_Nucleus_accumbens_basal_ganglia	ENSG00000184185.9	KCNJ12	3.71801308441242e-34	0.609
UKB_50_Standing_height	Brain_Nucleus_accumbens_basal_ganglia	ENSG00000092758.15	COL9A3	2.210159312999e-20	0.922
UKB_50_Standing_height	Brain_Nucleus_accumbens_basal_ganglia	ENSG00000135698.9	MPHOSPH6	1.23103999416513e-18	0.68
UKB_50_Standing_height	Brain_Nucleus_accumbens_basal_ganglia	ENSG00000117280.12	RAB29	6.69593342544916e-18	0.738
UKB_50_Standing_height	Brain_Nucleus_accumbens_basal_ganglia	ENSG00000243795.1	LINC02044	8.61988705595526e-13	0.712
UKB_50_Standing_height	Brain_Nucleus_accumbens_basal_ganglia	ENSG00000214193.10	SH3D21	1.38019126710294e-12	0.747
UKB_50_Standing_height	Brain_Nucleus_accumbens_basal_ganglia	ENSG00000169696.15	ASPSCR1	1.76448221297507e-12	0.654
UKB_50_Standing_height	Brain_Nucleus_accumbens_basal_ganglia	ENSG00000119147.9	C2orf40	4.25410207978078e-11	0.944
UKB_50_Standing_height	Brain_Nucleus_accumbens_basal_ganglia	ENSG00000176887.6	SOX11	9.68500713919365e-11	0.758
UKB_50_Standing_height	Brain_Nucleus_accumbens_basal_ganglia	ENSG00000151893.14	CACUL1	2.65175725990147e-10	0.728
UKB_50_Standing_height	Brain_Nucleus_accumbens_basal_ganglia	ENSG00000139428.11	MMAB	6.5885747202989e-09	0.555
UKB_50_Standing_height	Brain_Nucleus_accumbens_basal_ganglia	ENSG00000163357.10	DCST1	7.32290289217095e-09	0.562
UKB_50_Standing_height	Brain_Nucleus_accumbens_basal_ganglia	ENSG00000177951.17	BET1L	1.59025884973337e-08	0.535
UKB_50_Standing_height	Brain_Putamen_basal_ganglia	ENSG00000172613.7	RAD9A	1.47998848019638e-133	0.726
UKB_50_Standing_height	Brain_Putamen_basal_ganglia	ENSG00000198860.11	TSEN15	1.21652951133612e-76	0.611
UKB_50_Standing_height	Brain_Putamen_basal_ganglia	ENSG00000204371.11	EHMT2	1.75725317516056e-63	0.897
UKB_50_Standing_height	Brain_Putamen_basal_ganglia	ENSG00000117122.13	MFAP2	1.6193225573199e-58	0.671
UKB_50_Standing_height	Brain_Putamen_basal_ganglia	ENSG00000101412.12	E2F1	1.03778129921644e-53	0.838
UKB_50_Standing_height	Brain_Putamen_basal_ganglia	ENSG00000184185.9	KCNJ12	2.10642391284968e-41	0.618
UKB_50_Standing_height	Brain_Putamen_basal_ganglia	ENSG00000163703.17	CRELD1	3.56698564629405e-38	0.928
UKB_50_Standing_height	Brain_Putamen_basal_ganglia	ENSG00000103245.13	NARFL	2.32971514248095e-28	0.963
UKB_50_Standing_height	Brain_Putamen_basal_ganglia	ENSG00000183431.11	SF3A3	3.82542264565098e-24	0.951
UKB_50_Standing_height	Brain_Putamen_basal_ganglia	ENSG00000132386.10	SERPINF1	1.18220967265998e-16	0.524
UKB_50_Standing_height	Brain_Putamen_basal_ganglia	ENSG00000165801.9	ARHGEF40	2.67569473605875e-16	0.683
UKB_50_Standing_height	Brain_Putamen_basal_ganglia	ENSG00000149485.18	FADS1	1.43122764867282e-15	0.591
UKB_50_Standing_height	Brain_Putamen_basal_ganglia	ENSG00000198121.13	LPAR1	5.84558814310276e-15	0.841
UKB_50_Standing_height	Brain_Putamen_basal_ganglia	ENSG00000117280.12	RAB29	6.66934869734571e-15	0.793
UKB_50_Standing_height	Brain_Putamen_basal_ganglia	ENSG00000262454.2	MIR193BHG	2.98088373665907e-12	0.836
UKB_50_Standing_height	Brain_Putamen_basal_ganglia	ENSG00000214193.10	SH3D21	3.39820867323022e-12	0.781
UKB_50_Standing_height	Brain_Putamen_basal_ganglia	ENSG00000104870.12	FCGRT	5.18149210403241e-12	0.535
UKB_50_Standing_height	Brain_Putamen_basal_ganglia	ENSG00000151893.14	CACUL1	2.27204323507088e-10	0.76
UKB_50_Standing_height	Brain_Putamen_basal_ganglia	ENSG00000119147.9	C2orf40	4.53881068936951e-10	0.862
UKB_50_Standing_height	Brain_Putamen_basal_ganglia	ENSG00000243795.1	LINC02044	2.29982651693186e-08	0.759
UKB_50_Standing_height	Brain_Spinal_cord_cervical_c-1	ENSG00000117122.13	MFAP2	1.6193225573199e-58	0.639
UKB_50_Standing_height	Brain_Spinal_cord_cervical_c-1	ENSG00000163703.17	CRELD1	3.49072948367974e-39	0.558
UKB_50_Standing_height	Brain_Spinal_cord_cervical_c-1	ENSG00000135698.9	MPHOSPH6	9.1403715831085e-17	0.56
