phenotype	intron	pvalue	rcp
UKB_20022_Birth_weight	intron_22_46043699_46044609	2.2491830800855e-10	0.968
UKB_20022_Birth_weight	intron_22_46044608_46044747	2.89238225240441e-10	0.898
UKB_20022_Birth_weight	intron_3_148886177_148896625	8.87436071623652e-10	0.517
UKB_20022_Birth_weight	intron_8_41661941_41664805	1.51681089845009e-09	0.797
UKB_20022_Birth_weight	intron_8_41661564_41661834	1.51681089845009e-09	0.653
UKB_20022_Birth_weight	intron_22_46041052_46042574	1.88917572033553e-09	0.921
UKB_20022_Birth_weight	intron_8_41661564_41661876	1.95277630767485e-09	0.847
UKB_20022_Birth_weight	intron_8_41661564_41661801	2.21013918010301e-09	0.851
UKB_20022_Birth_weight	intron_22_49962865_49962985	2.54413568778637e-09	0.885
UKB_20022_Birth_weight	intron_20_58699030_58699197	2.5918094644878e-09	0.774
UKB_20022_Birth_weight	intron_20_58698773_58699197	2.5918094644878e-09	0.715
UKB_20022_Birth_weight	intron_22_49962865_49962940	2.6813168356857e-09	0.859
UKB_20022_Birth_weight	intron_5_134524429_134535858	2.85027008535292e-09	0.822
UKB_20022_Birth_weight	intron_8_41661941_41663659	3.42716623071361e-09	0.837
UKB_20022_Birth_weight	intron_8_41668564_41672354	3.91827259531895e-09	0.65
UKB_20022_Birth_weight	intron_3_148886177_148896520	5.02538302984945e-09	0.517
UKB_20022_Birth_weight	intron_6_31403702_31410543	5.22955712663688e-09	0.724
UKB_20022_Birth_weight	intron_19_54239951_54240274	5.23756899674611e-09	0.971
UKB_20022_Birth_weight	intron_8_41663742_41668267	1.09225647780408e-08	0.795
UKB_20022_Birth_weight	intron_8_41661564_41663659	1.11990358713166e-08	0.828
UKB_20022_Birth_weight	intron_8_41655753_41661801	1.14690757202395e-08	0.848
UKB_20022_Birth_weight	intron_8_41655753_41663659	1.65351223486767e-08	0.717
UKB_20022_Birth_weight	intron_10_122428316_122429624	1.78144430419363e-08	0.559
UKB_20022_Birth_weight	intron_9_120869945_120870443	1.80431018726948e-08	0.659
UKB_20022_Birth_weight	intron_15_90885585_90886961	2.16327351502003e-08	0.871
UKB_20022_Birth_weight	intron_8_41655753_41661876	3.45878887762657e-08	0.703
UKB_20022_Birth_weight	intron_20_58701158_58707123	5.79627079694081e-08	0.91
UKB_20022_Birth_weight	intron_6_130094367_130104426	5.89657736022902e-08	0.577
UKB_20022_Birth_weight	intron_3_53077828_53099381	6.06014248903368e-08	0.652
UKB_20022_Birth_weight	intron_19_54218838_54219129	6.11253286762715e-08	0.847
UKB_20022_Birth_weight	intron_15_90884544_90885037	6.52225402166147e-08	0.832
UKB_20022_Birth_weight	intron_20_63964716_63966141	7.33891890468853e-08	0.506
UKB_20022_Birth_weight	intron_20_63946643_63950759	8.11440571516058e-08	0.644
UKB_20022_Birth_weight	intron_10_122427031_122429624	8.77997693644507e-08	0.61
UKB_20022_Birth_weight	intron_8_41655753_41661430	8.92127448622558e-08	0.837
UKB_20022_Birth_weight	intron_20_58691227_58691405	9.61715757425231e-08	0.892
UKB_20022_Birth_weight	intron_15_90885258_90885412	9.65757873126745e-08	0.879
UKB_20022_Birth_weight	intron_20_58701158_58705253	1.17567515298903e-07	0.91
UKB_20022_Birth_weight	intron_20_58701158_58705498	1.2193673617092e-07	0.901
UKB_20022_Birth_weight	intron_9_120845196_120847294	1.42698393453269e-07	0.501
UKB_20022_Birth_weight	intron_9_120869330_120869845	1.48589572204363e-07	0.666
UKB_20022_Birth_weight	intron_20_63946640_63950759	1.58699075911818e-07	0.639
UKB_20022_Birth_weight	intron_15_90877211_90878132	1.66475117275433e-07	0.712
UKB_20022_Birth_weight	intron_6_130052991_130055171	1.69494575473337e-07	0.575
UKB_20022_Birth_weight	intron_14_21074991_21075332	1.97990125123364e-07	0.85
UKB_20022_Birth_weight	intron_15_49424583_49466535	1.98583182895206e-07	0.506
UKB_20022_Birth_weight	intron_19_54218866_54219129	2.59426708523415e-07	0.864
UKB_20022_Birth_weight	intron_19_54239089_54239901	2.93771116587083e-07	0.953
UKB_20127_Neuroticism_score	intron_17_2670331_2674060	1.25726423266344e-08	0.71
UKB_20127_Neuroticism_score	intron_6_32007470_32007671	1.50499483068111e-07	0.864
UKB_21001_Body_mass_index_BMI	intron_11_27640005_27659171	1.47168934974268e-50	0.987
UKB_21001_Body_mass_index_BMI	intron_11_27658462_27659171	4.53544914018276e-36	0.981
UKB_21001_Body_mass_index_BMI	intron_5_75705787_75707737	2.37005935615074e-29	0.837
UKB_21001_Body_mass_index_BMI	intron_5_75705787_75712854	4.02688902169778e-28	0.958
UKB_21001_Body_mass_index_BMI	intron_4_25407253_25409698	3.03790464390117e-27	0.977
UKB_21001_Body_mass_index_BMI	intron_19_45677779_45677906	3.42220792350739e-27	0.725
UKB_21001_Body_mass_index_BMI	intron_19_45677108_45677710	4.9439070478942e-27	0.511
UKB_21001_Body_mass_index_BMI	intron_16_3966966_3974669	1.06770603576179e-23	0.928
UKB_21001_Body_mass_index_BMI	intron_7_75475188_75507781	5.50627015349302e-23	0.642
UKB_21001_Body_mass_index_BMI	intron_7_75475188_75485864	2.26536855552244e-22	0.758
UKB_21001_Body_mass_index_BMI	intron_7_75475188_75484198	4.6699192067529e-21	0.755
UKB_21001_Body_mass_index_BMI	intron_9_15848947_15874532	1.96634249487386e-19	0.596
UKB_21001_Body_mass_index_BMI	intron_11_65868629_65869360	3.80446557549106e-17	0.659
UKB_21001_Body_mass_index_BMI	intron_12_904494_906317	1.21362915592922e-16	0.549
UKB_21001_Body_mass_index_BMI	intron_11_65872018_65872244	1.34373819534437e-16	0.707
UKB_21001_Body_mass_index_BMI	intron_11_65872361_65872683	8.85396550654562e-16	0.602
UKB_21001_Body_mass_index_BMI	intron_11_65871363_65871970	8.85396550654562e-16	0.53
UKB_21001_Body_mass_index_BMI	intron_12_904494_907847	5.01649637862367e-15	0.619
UKB_21001_Body_mass_index_BMI	intron_12_901632_907847	6.60463565696498e-15	0.601
UKB_21001_Body_mass_index_BMI	intron_19_1854760_1863041	9.43989713586512e-15	0.632
UKB_21001_Body_mass_index_BMI	intron_11_65871363_65871651	1.14244921265652e-14	0.752
UKB_21001_Body_mass_index_BMI	intron_5_134526286_134535858	4.4782439431101e-12	0.556
UKB_21001_Body_mass_index_BMI	intron_11_130879711_130880622	4.60423030789204e-11	0.529
UKB_21001_Body_mass_index_BMI	intron_1_31727605_31728182	6.18809889148828e-11	0.82
UKB_21001_Body_mass_index_BMI	intron_1_31727605_31728025	6.18809889148829e-11	0.789
UKB_21001_Body_mass_index_BMI	intron_1_31728081_31728182	6.18809889148841e-11	0.822
UKB_21001_Body_mass_index_BMI	intron_10_132192520_132192658	1.42189772413188e-10	0.515
UKB_21001_Body_mass_index_BMI	intron_12_122521428_122526848	2.08954295023249e-10	0.924
UKB_21001_Body_mass_index_BMI	intron_20_25213406_25214867	2.40847999682496e-10	0.765
UKB_21001_Body_mass_index_BMI	intron_14_72993357_72997811	3.67482119786655e-10	0.927
UKB_21001_Body_mass_index_BMI	intron_11_130880806_130903255	3.73891024771867e-10	0.53
UKB_21001_Body_mass_index_BMI	intron_20_25213406_25214904	4.82763142684559e-10	0.751
UKB_21001_Body_mass_index_BMI	intron_3_47590837_47610066	5.29861962850722e-10	0.751
UKB_21001_Body_mass_index_BMI	intron_11_65865894_65867257	5.47720920924242e-10	0.723
UKB_21001_Body_mass_index_BMI	intron_7_150947878_150948444	7.75980941704571e-10	0.574
UKB_21001_Body_mass_index_BMI	intron_7_150947691_150948444	8.93397877402732e-10	0.578
UKB_21001_Body_mass_index_BMI	intron_11_65865894_65865986	1.53054492293567e-09	0.719
UKB_21001_Body_mass_index_BMI	intron_2_135650003_135651730	2.70456187709782e-09	0.548
UKB_21001_Body_mass_index_BMI	intron_19_2229511_2229785	3.25881419078239e-09	0.693
UKB_21001_Body_mass_index_BMI	intron_3_15601894_15606441	3.43404766233122e-09	0.601
UKB_21001_Body_mass_index_BMI	intron_3_9464672_9468519	1.19747590672541e-08	0.508
UKB_21001_Body_mass_index_BMI	intron_3_15601894_15635424	1.41196935351313e-08	0.628
UKB_21001_Body_mass_index_BMI	intron_2_135645527_135651733	1.71667664196995e-08	0.582
UKB_21001_Body_mass_index_BMI	intron_11_1449836_1450221	4.50734052415472e-08	0.863
UKB_21001_Body_mass_index_BMI	intron_4_99318105_99318785	6.47457611883421e-08	0.913
UKB_21001_Body_mass_index_BMI	intron_16_81699801_81701660	6.85190579929527e-08	0.751
UKB_21001_Body_mass_index_BMI	intron_4_99318184_99318785	1.13268724504241e-07	0.921
UKB_21001_Body_mass_index_BMI	intron_1_109715240_109717337	1.20179884589031e-07	0.566
UKB_21001_Body_mass_index_BMI	intron_16_81701407_81701660	1.63099413139802e-07	0.74
UKB_21001_Body_mass_index_BMI	intron_11_874910_883148	1.78090082557116e-07	0.697
UKB_21001_Body_mass_index_BMI	intron_1_16986632_16986805	1.90271067320721e-07	0.586
UKB_21001_Body_mass_index_BMI	intron_17_81126560_81126658	2.02059565959034e-07	0.746
UKB_21001_Body_mass_index_BMI	intron_11_843050_847201	2.0984440322392e-07	0.7
UKB_21001_Body_mass_index_BMI	intron_3_15632866_15635424	2.11694690014545e-07	0.617
UKB_21001_Body_mass_index_BMI	intron_1_16986358_16986463	2.62741270374889e-07	0.565
UKB_21001_Body_mass_index_BMI	intron_1_19597109_19617258	2.77844905093731e-07	0.551
UKB_23099_Body_fat_percentage	intron_9_15883191_15885514	3.17617163531171e-28	0.633
UKB_23099_Body_fat_percentage	intron_9_15874663_15920270	4.5835883665281e-27	0.503
UKB_23099_Body_fat_percentage	intron_19_45677779_45677906	1.37255596451813e-21	0.786
UKB_23099_Body_fat_percentage	intron_19_45677108_45677710	1.43853380073565e-21	0.64
UKB_23099_Body_fat_percentage	intron_12_123924288_123942744	1.15135895156341e-20	0.618
UKB_23099_Body_fat_percentage	intron_6_31626162_31626772	3.21667188362028e-17	0.628
UKB_23099_Body_fat_percentage	intron_1_61990364_62017856	8.48690118397862e-17	0.697
UKB_23099_Body_fat_percentage	intron_17_44212454_44212819	1.32801182747863e-16	0.658
UKB_23099_Body_fat_percentage	intron_17_44207911_44209352	2.63098655387449e-16	0.833
UKB_23099_Body_fat_percentage	intron_17_44207911_44209376	2.63098655387453e-16	0.56
UKB_23099_Body_fat_percentage	intron_17_44207911_44208619	2.63098655387453e-16	0.835
UKB_23099_Body_fat_percentage	intron_17_44209004_44209352	3.3068831006395e-16	0.564
UKB_23099_Body_fat_percentage	intron_17_44209001_44209352	3.30688310063952e-16	0.547
UKB_23099_Body_fat_percentage	intron_16_3966966_3974669	4.4662656139269e-16	0.946
UKB_23099_Body_fat_percentage	intron_5_75705787_75712854	6.54625670767581e-16	0.696
UKB_23099_Body_fat_percentage	intron_19_4055247_4064248	2.3529234796939e-13	0.524
UKB_23099_Body_fat_percentage	intron_7_75475188_75507781	2.43170995361178e-13	0.606
UKB_23099_Body_fat_percentage	intron_7_75475188_75485864	1.30586294880574e-12	0.687
UKB_23099_Body_fat_percentage	intron_15_88868329_88871382	1.65669964873634e-12	0.608
UKB_23099_Body_fat_percentage	intron_1_61990364_62037977	2.64739992012336e-12	0.698
UKB_23099_Body_fat_percentage	intron_5_83512396_83537007	3.2383501219704e-12	0.914
UKB_23099_Body_fat_percentage	intron_5_83522309_83537007	5.47082634339771e-12	0.911
UKB_23099_Body_fat_percentage	intron_7_75475188_75484198	1.11612509042251e-11	0.692
UKB_23099_Body_fat_percentage	intron_1_62017947_62037977	2.47434042903294e-11	0.697
UKB_23099_Body_fat_percentage	intron_11_130879711_130880622	2.67596934953066e-11	0.904
UKB_23099_Body_fat_percentage	intron_2_135650003_135651730	4.3720495704158e-11	0.557
UKB_23099_Body_fat_percentage	intron_7_44764486_44764945	4.8174847206316e-11	0.916
UKB_23099_Body_fat_percentage	intron_7_44764486_44764941	4.81748472063166e-11	0.879
UKB_23099_Body_fat_percentage	intron_1_31732154_31732517	8.15969221705365e-11	0.54
UKB_23099_Body_fat_percentage	intron_11_130880806_130903255	1.07073210247094e-10	0.909
UKB_23099_Body_fat_percentage	intron_1_8422807_8424015	1.24776133022238e-10	0.621
UKB_23099_Body_fat_percentage	intron_1_31731419_31732115	1.26240650876507e-10	0.725
UKB_23099_Body_fat_percentage	intron_2_36553179_36554488	2.44571816972684e-10	0.748
UKB_23099_Body_fat_percentage	intron_1_8422807_8424788	2.87201149607496e-10	0.749
UKB_23099_Body_fat_percentage	intron_1_8422807_8423167	3.55630678906379e-10	0.707
UKB_23099_Body_fat_percentage	intron_2_135645527_135651733	3.67309848257756e-10	0.532
UKB_23099_Body_fat_percentage	intron_1_8422807_8423561	4.04551196246208e-10	0.741
UKB_23099_Body_fat_percentage	intron_1_8422807_8465925	4.89428705496036e-10	0.702
UKB_23099_Body_fat_percentage	intron_10_132192520_132192658	4.98157186235074e-10	0.634
UKB_23099_Body_fat_percentage	intron_2_36553179_36554170	5.7958350433641e-10	0.754
UKB_23099_Body_fat_percentage	intron_20_49070297_49072568	6.35740738576743e-10	0.548
UKB_23099_Body_fat_percentage	intron_12_904494_906317	7.32349960057029e-10	0.813
UKB_23099_Body_fat_percentage	intron_10_75094878_75095575	1.3527273842936e-09	0.669
UKB_23099_Body_fat_percentage	intron_10_75094878_75095728	2.51089185522211e-09	0.668
UKB_23099_Body_fat_percentage	intron_10_132190835_132192658	2.88990953069308e-09	0.561
UKB_23099_Body_fat_percentage	intron_1_156253508_156260451	2.98632785497409e-09	0.636
UKB_23099_Body_fat_percentage	intron_2_135645527_135651730	3.26794897119299e-09	0.511
UKB_23099_Body_fat_percentage	intron_2_36553179_36555683	3.68243622842379e-09	0.746
UKB_23099_Body_fat_percentage	intron_10_75095795_75097712	4.62835339277585e-09	0.599
UKB_23099_Body_fat_percentage	intron_4_25407253_25409698	4.98550555361907e-09	0.913
UKB_23099_Body_fat_percentage	intron_13_27428293_27429172	5.14342368964409e-09	0.514
UKB_23099_Body_fat_percentage	intron_15_52058797_52063902	5.61830240143294e-09	0.637
UKB_23099_Body_fat_percentage	intron_1_156253508_156259005	5.7951454955894e-09	0.795
UKB_23099_Body_fat_percentage	intron_20_63738060_63738183	5.87766500568365e-09	0.522
UKB_23099_Body_fat_percentage	intron_20_63737902_63738008	7.16199427242703e-09	0.652
UKB_23099_Body_fat_percentage	intron_13_27427192_27429172	7.83750798206961e-09	0.536
UKB_23099_Body_fat_percentage	intron_13_27427192_27429870	8.27250013552317e-09	0.524
UKB_23099_Body_fat_percentage	intron_1_184711877_184712433	9.37379090209975e-09	0.517
UKB_23099_Body_fat_percentage	intron_2_160258046_160271126	9.52540649720345e-09	0.668
UKB_23099_Body_fat_percentage	intron_1_155202960_155203086	1.04732137402871e-08	0.67
UKB_23099_Body_fat_percentage	intron_1_155202960_155203093	1.04732137402873e-08	0.7
UKB_23099_Body_fat_percentage	intron_14_29656499_29663699	1.22180944623901e-08	0.584
UKB_23099_Body_fat_percentage	intron_15_52061500_52063902	1.37810403624694e-08	0.689
UKB_23099_Body_fat_percentage	intron_15_52058797_52061299	1.37810403624695e-08	0.671
UKB_23099_Body_fat_percentage	intron_1_45600457_45602255	1.69039021155619e-08	0.539
UKB_23099_Body_fat_percentage	intron_2_160258046_160270202	2.02272623382154e-08	0.667
UKB_23099_Body_fat_percentage	intron_14_29638904_29663699	2.03909855576077e-08	0.571
UKB_23099_Body_fat_percentage	intron_17_42567655_42568470	2.19278047897351e-08	0.548
UKB_23099_Body_fat_percentage	intron_13_27429389_27429870	2.42699292189378e-08	0.545
UKB_23099_Body_fat_percentage	intron_16_71384836_71389749	2.49304200040953e-08	0.663
UKB_23099_Body_fat_percentage	intron_10_75097885_75109009	3.05227742014444e-08	0.519
UKB_23099_Body_fat_percentage	intron_12_904494_907847	3.3823381278845e-08	0.801
UKB_23099_Body_fat_percentage	intron_1_47228522_47229196	3.62984531714952e-08	0.529
UKB_23099_Body_fat_percentage	intron_16_90020911_90022047	3.97319124996445e-08	0.509
UKB_23099_Body_fat_percentage	intron_12_901632_907847	6.20141287324936e-08	0.682
UKB_23099_Body_fat_percentage	intron_8_22094518_22094610	7.65265572361412e-08	0.823
UKB_23099_Body_fat_percentage	intron_6_29889823_29890264	9.23678251009525e-08	0.663
UKB_23099_Body_fat_percentage	intron_14_29638904_29656476	9.89920289585376e-08	0.55
UKB_23099_Body_fat_percentage	intron_20_47736942_47757189	1.28836229128555e-07	0.7
UKB_23099_Body_fat_percentage	intron_5_179616958_179617051	1.31632919690112e-07	0.509
UKB_23099_Body_fat_percentage	intron_5_179616218_179617021	1.31632919690113e-07	0.613
UKB_23099_Body_fat_percentage	intron_5_179616958_179617060	1.31632919690113e-07	0.507
UKB_23099_Body_fat_percentage	intron_3_9464672_9468519	1.49328101468346e-07	0.6
UKB_23099_Body_fat_percentage	intron_4_99318105_99318785	1.51132066261545e-07	0.96
UKB_23099_Body_fat_percentage	intron_4_991940_1000612	1.85727961569083e-07	0.598
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	intron_2_176130943_176131317	5.51798018039843e-38	0.763
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	intron_15_90466091_90466269	1.82029892040623e-14	0.985
UKB_2395_4_Hair_or_balding_pattern_Pattern_4	intron_2_240436084_240459030	2.2077201796183e-07	0.66
UKB_50_Standing_height	intron_3_141403152_141403927	1.05724962087139e-256	0.969
UKB_50_Standing_height	intron_3_141402449_141403927	1.05724962087151e-256	0.923
UKB_50_Standing_height	intron_3_141396503_141403927	4.58762871226494e-254	0.548
UKB_50_Standing_height	intron_18_23136607_23188838	2.53859417506045e-118	0.75
UKB_50_Standing_height	intron_6_34237714_34240737	1.97943899494664e-115	1
UKB_50_Standing_height	intron_1_184054863_184072827	3.40135508329162e-78	0.726
UKB_50_Standing_height	intron_6_130052991_130055171	5.73752778957245e-78	1
UKB_50_Standing_height	intron_1_184054863_184095690	2.17871753197187e-77	0.676
UKB_50_Standing_height	intron_19_8605358_8610644	1.42619849720695e-76	0.814
UKB_50_Standing_height	intron_19_8605358_8608134	1.10068901404053e-73	0.744
UKB_50_Standing_height	intron_6_130049393_130051249	7.00404355121033e-70	0.667
UKB_50_Standing_height	intron_15_67165088_67165253	4.76940426811791e-67	0.962
UKB_50_Standing_height	intron_15_67165384_67166779	1.36504618554496e-66	0.952
UKB_50_Standing_height	intron_1_41070721_41113283	3.28054618766648e-60	0.741
UKB_50_Standing_height	intron_2_25239215_25239315	3.09943217645121e-59	0.564
UKB_50_Standing_height	intron_19_2138714_2164356	5.02257824567735e-58	0.519
UKB_50_Standing_height	intron_19_2138714_2151239	7.95210959560981e-57	0.511
UKB_50_Standing_height	intron_6_30490515_30491137	3.73201439168648e-54	0.618
UKB_50_Standing_height	intron_6_30007593_30491137	3.00794424992439e-52	0.776
UKB_50_Standing_height	intron_17_7467327_7484004	4.48710417136665e-52	0.935
UKB_50_Standing_height	intron_11_75562319_75563727	4.57466579661335e-51	0.632
UKB_50_Standing_height	intron_3_53099486_53103953	4.73945798815857e-44	0.623
UKB_50_Standing_height	intron_20_49154071_49174195	2.03964344787308e-43	0.508
UKB_50_Standing_height	intron_16_736398_737186	3.2844069929645e-43	0.501
UKB_50_Standing_height	intron_16_734347_734737	3.78113674567982e-43	0.771
UKB_50_Standing_height	intron_16_733427_734229	8.97258354753211e-43	0.906
UKB_50_Standing_height	intron_20_49154071_49158437	3.72931104970912e-42	0.624
UKB_50_Standing_height	intron_3_53092618_53103953	3.7729491122846e-41	0.625
UKB_50_Standing_height	intron_6_32040205_32040406	3.3490966353979e-40	0.867
UKB_50_Standing_height	intron_3_9932858_9932953	3.47351430234802e-40	1
UKB_50_Standing_height	intron_3_9932703_9932953	1.94199621587215e-39	1
UKB_50_Standing_height	intron_16_732373_732604	2.67974210155969e-39	0.621
UKB_50_Standing_height	intron_16_732373_733298	5.01755969180504e-39	0.934
UKB_50_Standing_height	intron_3_9932703_9932820	9.48400805192809e-39	1
UKB_50_Standing_height	intron_9_130595588_130596537	1.15870307672491e-38	0.856
UKB_50_Standing_height	intron_17_7467327_7479456	1.27007080143775e-38	0.869
UKB_50_Standing_height	intron_2_168843117_168851084	2.71722252979808e-38	0.891
UKB_50_Standing_height	intron_3_9933920_9934420	5.01922001965674e-38	1
UKB_50_Standing_height	intron_3_9933852_9934420	5.42128933907235e-38	1
UKB_50_Standing_height	intron_6_32007470_32007671	5.64965846761145e-38	0.969
UKB_50_Standing_height	intron_11_47618919_47622701	2.63031268103064e-37	0.534
UKB_50_Standing_height	intron_3_9934612_9934835	5.33797948930672e-37	1
UKB_50_Standing_height	intron_16_2108032_2108252	2.24929272254469e-36	0.691
UKB_50_Standing_height	intron_2_168851006_168851084	4.89322325699881e-36	0.732
UKB_50_Standing_height	intron_2_168843117_168850836	7.50873888178795e-36	0.829
UKB_50_Standing_height	intron_2_168851404_168856690	8.47047624014577e-36	0.533
UKB_50_Standing_height	intron_6_32756466_32757773	3.91822478231654e-35	0.573
UKB_50_Standing_height	intron_8_143938692_143973403	3.97894656655564e-35	0.536
UKB_50_Standing_height	intron_19_19436219_19465340	1.30396896525539e-34	0.505
UKB_50_Standing_height	intron_19_41432408_41433537	1.24323740834454e-33	0.878
UKB_50_Standing_height	intron_8_143938692_143950184	1.3659681011685e-33	0.555
UKB_50_Standing_height	intron_19_41432408_41433272	3.80469562092656e-33	0.866
UKB_50_Standing_height	intron_19_41433673_41436429	6.82382235928247e-33	0.582
UKB_50_Standing_height	intron_8_143938692_143946350	8.28024328168837e-33	0.511
UKB_50_Standing_height	intron_19_41433434_41433537	8.73876519591813e-33	0.866
UKB_50_Standing_height	intron_3_53092618_53099381	2.83062303747576e-32	0.598
UKB_50_Standing_height	intron_17_45137830_45137910	1.28122888947762e-31	0.83
UKB_50_Standing_height	intron_11_65947016_65948001	4.53547469060855e-31	0.585
UKB_50_Standing_height	intron_16_2106024_2106091	4.8515784515864e-31	0.624
UKB_50_Standing_height	intron_16_53447106_53451703	5.11387298029778e-31	0.618
UKB_50_Standing_height	intron_17_65558736_65559954	1.83448767490741e-27	0.762
UKB_50_Standing_height	intron_16_53442858_53447042	5.29445295290691e-27	0.528
UKB_50_Standing_height	intron_5_173326010_173328043	3.0349237437518e-26	0.935
UKB_50_Standing_height	intron_11_75563770_75566316	3.0445312282838e-26	0.589
UKB_50_Standing_height	intron_11_75562319_75566316	5.84402679468153e-26	0.56
UKB_50_Standing_height	intron_2_272305_275140	2.05407950153822e-25	0.676
UKB_50_Standing_height	intron_2_241558993_241559455	2.84702322773557e-22	0.527
UKB_50_Standing_height	intron_10_5001681_5003752	3.32669736984299e-22	0.604
UKB_50_Standing_height	intron_17_38730406_38730760	6.7378272761229e-22	0.848
UKB_50_Standing_height	intron_20_49158497_49158939	1.34251591614916e-21	0.644
UKB_50_Standing_height	intron_20_62817635_62818518	2.04218541721613e-21	0.586
UKB_50_Standing_height	intron_2_272150_275140	2.05509248098823e-21	0.649
UKB_50_Standing_height	intron_15_73990457_73992091	3.45222294302294e-21	0.744
UKB_50_Standing_height	intron_20_62818553_62819929	4.54351093321722e-21	0.709
UKB_50_Standing_height	intron_20_62819293_62819929	4.59063657699927e-21	0.734
UKB_50_Standing_height	intron_4_1000989_1001468	8.1912702317743e-21	0.75
UKB_50_Standing_height	intron_16_14302536_14326013	9.48400314807686e-21	0.866
UKB_50_Standing_height	intron_20_62818553_62819222	1.1005040137132e-20	0.731
UKB_50_Standing_height	intron_14_24374466_24375975	2.96552852158645e-20	0.843
UKB_50_Standing_height	intron_5_39418345_39424804	3.22987927751836e-20	0.778
UKB_50_Standing_height	intron_12_12688932_12695459	7.0225634870955e-20	0.542
UKB_50_Standing_height	intron_8_115623758_115668545	1.28400610225017e-19	0.74
UKB_50_Standing_height	intron_11_120465362_120467194	1.28455640662609e-19	0.621
UKB_50_Standing_height	intron_7_8071131_8092692	2.25160996798475e-19	0.512
UKB_50_Standing_height	intron_5_72848498_72851238	7.89896928729022e-19	0.992
UKB_50_Standing_height	intron_9_110973558_111038167	8.02822996041246e-19	0.781
UKB_50_Standing_height	intron_8_13500196_13515459	1.50731251581778e-18	0.949
UKB_50_Standing_height	intron_10_98257804_98257981	2.97745538407918e-18	0.683
UKB_50_Standing_height	intron_10_98258164_98259009	5.63568023780897e-18	0.707
UKB_50_Standing_height	intron_5_72848498_72851244	6.15905930879773e-18	0.981
UKB_50_Standing_height	intron_1_37998132_37998974	2.23169374087718e-17	0.7
UKB_50_Standing_height	intron_9_83978452_83980503	2.92303285715647e-17	0.59
UKB_50_Standing_height	intron_1_155060832_155061114	3.31999381645722e-17	0.559
UKB_50_Standing_height	intron_10_96044462_96050256	3.48997306206137e-17	0.591
UKB_50_Standing_height	intron_11_30417633_30495296	3.93845502870381e-17	0.795
UKB_50_Standing_height	intron_5_72848251_72848385	4.71509826722024e-17	0.954
UKB_50_Standing_height	intron_1_37997870_37997963	6.34691386460312e-17	0.788
UKB_50_Standing_height	intron_1_37997870_37998974	2.75338545453553e-16	0.51
UKB_50_Standing_height	intron_1_155033264_155033774	3.17310124648545e-16	0.94
UKB_50_Standing_height	intron_11_14771987_14775583	3.19697914428985e-16	0.873
UKB_50_Standing_height	intron_11_14771987_14786437	3.19697914428985e-16	0.874
UKB_50_Standing_height	intron_11_14775816_14786437	3.19697914428987e-16	0.872
UKB_50_Standing_height	intron_3_37975894_37980742	3.38398424421328e-16	0.77
UKB_50_Standing_height	intron_17_1762883_1766903	3.63265259579604e-16	0.719
UKB_50_Standing_height	intron_17_1762388_1766903	5.46467362108523e-16	0.631
UKB_50_Standing_height	intron_9_110973558_111038652	6.54767070332432e-16	0.871
UKB_50_Standing_height	intron_4_1000989_1001285	7.12746245941082e-16	0.739
UKB_50_Standing_height	intron_19_8605358_8605623	9.61387533290687e-16	0.787
UKB_50_Standing_height	intron_17_1762113_1766903	1.01736363621065e-15	0.66
UKB_50_Standing_height	intron_4_25407253_25409698	1.04319896608927e-15	0.968
UKB_50_Standing_height	intron_1_155034686_155049269	1.04593071636158e-15	0.766
UKB_50_Standing_height	intron_1_155033264_155034454	1.04631426056235e-15	0.938
UKB_50_Standing_height	intron_1_243497959_243499756	1.15225184691911e-15	0.659
UKB_50_Standing_height	intron_8_115620060_115668545	7.29546649181709e-15	0.864
UKB_50_Standing_height	intron_13_29553860_29595144	7.91294375420397e-15	0.788
UKB_50_Standing_height	intron_2_85584493_85591729	8.48794329849829e-15	0.72
UKB_50_Standing_height	intron_2_85584493_85592948	8.99170372660047e-15	0.887
UKB_50_Standing_height	intron_13_29553860_29595416	1.02426298208072e-14	0.789
UKB_50_Standing_height	intron_3_142496520_142497013	1.62947967359324e-14	0.628
UKB_50_Standing_height	intron_10_11863042_11866531	1.79571900831161e-14	0.796
UKB_50_Standing_height	intron_2_230044_230417	2.54074026242766e-14	0.719
UKB_50_Standing_height	intron_2_85591862_85592948	5.00565285891014e-14	0.615
UKB_50_Standing_height	intron_2_230044_231023	6.71561562974003e-14	0.726
UKB_50_Standing_height	intron_11_125954370_125955615	6.9078663592312e-14	0.866
UKB_50_Standing_height	intron_7_100171925_100172087	1.0268006805715e-13	0.794
UKB_50_Standing_height	intron_19_43546789_43546884	1.31997895030464e-13	0.59
UKB_50_Standing_height	intron_1_180936513_180938555	2.48969900103477e-13	0.967
UKB_50_Standing_height	intron_9_35810132_35810247	2.57743290465235e-13	0.603
UKB_50_Standing_height	intron_16_84733503_84758716	2.8474357297232e-13	0.51
UKB_50_Standing_height	intron_9_35808306_35810439	2.87409573593803e-13	0.629
UKB_50_Standing_height	intron_9_35808306_35809341	2.87409573593803e-13	0.61
UKB_50_Standing_height	intron_9_35808306_35809404	2.87409573593805e-13	0.737
